"flight","departure_time","arrival_time","origin","day","month","year","airport"
"SA 8469","18:30","20:15","PLZ",19,3,2020,"JNB"
"BA 6227","18:40","19:45","DUR",19,3,2020,"JNB"
"SA 2057","18:45","19:55","DUR",19,3,2020,"JNB"
"SA 1779","18:45","19:40","GBE",19,3,2020,"JNB"
"AF 995","19:50","05:45","CDG",19,3,2020,"JNB"
"DL 8513","19:50","05:45","CDG",19,3,2020,"JNB"
"MU 4988","19:50","05:45","CDG",19,3,2020,"JNB"
"KL 2147","19:50","05:45","CDG",19,3,2020,"JNB"
"SA 2037","20:05","21:15","DUR",19,3,2020,"JNB"
"JE 275","20:05","21:15","DUR",19,3,2020,"JNB"
"AA 6446","20:10","05:25","LHR",19,3,2020,"JNB"
"IB 7318","20:10","05:25","LHR",19,3,2020,"JNB"
"BA 56","20:10","05:25","LHR",19,3,2020,"JNB"
"FJW 8664","20:15","21:35","BUQ",19,3,2020,"JNB"
"FA* 103","20:15","22:30","CPT",19,3,2020,"JNB"
"SA 146","20:15","21:15","MPM",19,3,2020,"JNB"
"TM 8146","20:15","21:15","MPM",19,3,2020,"JNB"
"SA 2023","20:20","22:30","CPT",19,3,2020,"JNB"
"FA* 392","20:20","21:30","DUR",19,3,2020,"JNB"
"MN 625","20:20","21:25","DUR",19,3,2020,"JNB"
"EY 1276","20:20","21:25","DUR",19,3,2020,"JNB"
"LX 289","20:20","06:10","ZRH",19,3,2020,"JNB"
"SA 7242","20:20","06:10","ZRH",19,3,2020,"JNB"
"JE 161","20:20","22:30","CPT",19,3,2020,"JNB"
"SA 260","20:25","06:15","FRA",19,3,2020,"JNB"
"AC 6869","20:25","06:15","FRA",19,3,2020,"JNB"
"SK 9360","20:25","06:15","FRA",19,3,2020,"JNB"
"TP 6810","20:25","06:15","FRA",19,3,2020,"JNB"
"UA 7242","20:25","06:15","FRA",19,3,2020,"JNB"
"EK 766","22:20","08:15","DXB",19,3,2020,"JNB"
"SA 7162","22:20","08:15","DXB",19,3,2020,"JNB"
"ET 858","23:00","05:25","ADD",19,3,2020,"JNB"
"KP 1201","23:00","05:25","ADD",19,3,2020,"JNB"
"KU 6858","23:00","05:25","ADD",19,3,2020,"JNB"
"SA 7202","23:00","05:25","ADD",19,3,2020,"JNB"
"VS 462","23:55","09:15","LHR",19,3,2020,"JNB"
"KL 592","23:55","10:15","AMS",19,3,2020,"JNB"
"AF 8282","23:55","10:15","AMS",19,3,2020,"JNB"
"DL 9470","23:55","10:15","AMS",19,3,2020,"JNB"
"MF 9920","23:55","10:15","AMS",19,3,2020,"JNB"
"ET 3808","00:00","06:30","ADD",19,3,2020,"JNB"
"SA 6845","00:55","02:35","PLZ",19,3,2020,"JNB"
"KL 592","23:55","10:15","AMS",20,3,2020,"JNB"
"AF 8282","23:55","10:15","AMS",20,3,2020,"JNB"
"MF 9920","23:55","10:15","AMS",20,3,2020,"JNB"
"DL 9470","23:55","10:15","AMS",20,3,2020,"JNB"
"ET 3808","00:00","06:30","ADD",20,3,2020,"JNB"
"SA 6845","00:55","02:35","PLZ",20,3,2020,"JNB"
"KQ 765","01:55","07:00","NBO",20,3,2020,"JNB"
"EY 4076","01:55","07:00","NBO",20,3,2020,"JNB"
"SW 2729","01:55","07:00","NBO",20,3,2020,"JNB"
"WB 103","03:10","07:00","KGL",20,3,2020,"JNB"
"SA 7168","03:10","07:00","KGL",20,3,2020,"JNB"
"KP 61","03:30","07:50","LBV",20,3,2020,"JNB"
"ET 1021","03:30","07:50","LBV",20,3,2020,"JNB"
"FA* 250","05:45","07:45","GRJ",20,3,2020,"JNB"
"SA 8401","05:50","06:45","BFN",20,3,2020,"JNB"
"BA 6205","05:55","07:00","DUR",20,3,2020,"JNB"
"JE 123","05:55","08:05","CPT",20,3,2020,"JNB"
"JE 241","05:55","07:05","DUR",20,3,2020,"JNB"
"SA 2043","05:55","07:05","DUR",20,3,2020,"JNB"
"SA 8421","05:55","07:05","KIM",20,3,2020,"JNB"
"FA* 200","05:55","08:10","CPT",20,3,2020,"JNB"
"SA 2003","05:55","08:05","CPT",20,3,2020,"JNB"
"FA* 286","06:00","07:15","DUR",20,3,2020,"JNB"
"SA 1101","06:00","07:10","KIM",20,3,2020,"JNB"
"SA 1445","06:00","07:30","UTT",20,3,2020,"JNB"
"SA 8452","06:05","07:00","GBE",20,3,2020,"JNB"
"BA 6249","06:05","07:45","PLZ",20,3,2020,"JNB"
"BA 6441","06:05","08:15","CPT",20,3,2020,"JNB"
"SA 2061","06:10","07:55","PLZ",20,3,2020,"JNB"
"JE 525","06:10","07:55","PLZ",20,3,2020,"JNB"
"SA 1001","06:10","07:05","BFN",20,3,2020,"JNB"
"FA* 369","06:15","08:00","PLZ",20,3,2020,"JNB"
"SA 8751","06:15","07:30","UTT",20,3,2020,"JNB"
"MN 101","06:25","08:35","CPT",20,3,2020,"JNB"
"EY 1262","06:25","08:35","CPT",20,3,2020,"JNB"
"KL 2490","06:25","08:35","CPT",20,3,2020,"JNB"
"KQ 4644","06:25","08:35","CPT",20,3,2020,"JNB"
"SA 8771","06:25","07:45","SIS",20,3,2020,"JNB"
"SA 8112","06:25","07:45","BUQ",20,3,2020,"JNB"
"SA 8100","06:25","08:15","HRE",20,3,2020,"JNB"
"KL 2480","06:30","07:35","DUR",20,3,2020,"JNB"
"EY 1266","06:30","07:35","DUR",20,3,2020,"JNB"
"MN 601","06:30","07:35","DUR",20,3,2020,"JNB"
"SA 8801","06:35","07:25","PTG",20,3,2020,"JNB"
"SA 8160","06:35","08:30","LUN",20,3,2020,"JNB"
"MN 909","07:50","09:45","GRJ",20,3,2020,"JNB"
"KL 2486","07:50","09:45","GRJ",20,3,2020,"JNB"
"EY 1274","07:50","09:45","GRJ",20,3,2020,"JNB"
"SA 2007","07:55","10:05","CPT",20,3,2020,"JNB"
"JE 129","07:55","10:05","CPT",20,3,2020,"JNB"
"SA 1003","08:00","09:00","BFN",20,3,2020,"JNB"
"BA 6233","08:10","09:50","PLZ",20,3,2020,"JNB"
"FA* 412","08:10","09:25","DUR",20,3,2020,"JNB"
"FA* 101","08:15","10:30","CPT",20,3,2020,"JNB"
"TM 312","08:20","09:30","MPM",20,3,2020,"JNB"
"FA* 129","08:20","10:25","CPT",20,3,2020,"JNB"
"SA 7099","08:20","09:30","MPM",20,3,2020,"JNB"
"SA 8403","08:25","09:20","BFN",20,3,2020,"JNB"
"SA 8152","08:30","11:00","NLA",20,3,2020,"JNB"
"SA 2049","08:35","09:45","DUR",20,3,2020,"JNB"
"JE 245","08:35","09:45","DUR",20,3,2020,"JNB"
"NZ 3105","08:50","10:55","CPT",20,3,2020,"JNB"
"UA 7243","08:50","10:55","CPT",20,3,2020,"JNB"
"SA 313","08:50","10:55","CPT",20,3,2020,"JNB"
"BA 6203","08:55","10:00","DUR",20,3,2020,"JNB"
"SA 8827","09:00","09:50","MQP",20,3,2020,"JNB"
"SA 1781","09:00","10:25","BUQ",20,3,2020,"JNB"
"KEM 702","09:00","11:30","PBZ",20,3,2020,"JNB"
"SA 8423","09:10","10:20","KIM",20,3,2020,"JNB"
"SA 142","09:40","10:40","MPM",20,3,2020,"JNB"
"TM 8142","09:40","10:40","MPM",20,3,2020,"JNB"
"SA 8861","10:00","11:00","SZK",20,3,2020,"JNB"
"SA 8252","10:00","14:00","TNR",20,3,2020,"JNB"
"MN 111","10:00","12:10","CPT",20,3,2020,"JNB"
"SA 184","10:00","15:00","NBO",20,3,2020,"JNB"
"SA 8843","10:00","11:00","MQP",20,3,2020,"JNB"
"SA 170","10:00","12:25","LLW",20,3,2020,"JNB"
"SA 8082","10:05","10:55","SHO",20,3,2020,"JNB"
"SA 1765","10:10","11:00","GBE",20,3,2020,"JNB"
"ZH 1998","10:10","04:55","SZX",20,3,2020,"JNB"
"CA 868","10:10","04:55","SZX",20,3,2020,"JNB"
"SA 8471","10:10","11:45","ELS",20,3,2020,"JNB"
"SA 7132","10:10","04:55","SZX",20,3,2020,"JNB"
"LA 8594","10:15","12:20","CPT",20,3,2020,"JNB"
"MS 9442","10:15","12:20","CPT",20,3,2020,"JNB"
"CA 7601","10:15","12:20","CPT",20,3,2020,"JNB"
"SK 9374","10:15","12:20","CPT",20,3,2020,"JNB"
"UA 7247","10:15","12:20","CPT",20,3,2020,"JNB"
"B6 5205","10:15","12:20","CPT",20,3,2020,"JNB"
"SA 323","10:15","12:20","CPT",20,3,2020,"JNB"
"NZ 3101","10:15","12:20","CPT",20,3,2020,"JNB"
"KEM 602","10:20","11:50","MGH",20,3,2020,"JNB"
"SA 8141","10:20","12:40","WVB",20,3,2020,"JNB"
"JE 131","10:25","12:35","CPT",20,3,2020,"JNB"
"SA 8757","11:50","13:05","UTT",20,3,2020,"JNB"
"LA 8059","12:00","16:50","GRU",20,3,2020,"JNB"
"FA* 216","12:00","14:20","CPT",20,3,2020,"JNB"
"P0 41","12:00","14:30","NLA",20,3,2020,"JNB"
"KQ 761","12:10","17:15","NBO",20,3,2020,"JNB"
"SW 2723","12:10","17:15","NBO",20,3,2020,"JNB"
"SA 8735","12:15","13:15","PZB",20,3,2020,"JNB"
"SA 1227","12:15","13:20","HDS",20,3,2020,"JNB"
"ET 21","12:20","14:35","BLZ",20,3,2020,"JNB"
"BA 6275","12:20","14:20","WDH",20,3,2020,"JNB"
"SA 8413","12:20","13:25","BFN",20,3,2020,"JNB"
"FA* 373","12:35","14:15","PLZ",20,3,2020,"JNB"
"QR 6330","12:40","14:50","CPT",20,3,2020,"JNB"
"SA 1769","12:40","13:35","GBE",20,3,2020,"JNB"
"BA 6417","12:40","14:50","CPT",20,3,2020,"JNB"
"MP 8342","12:45","14:20","HRE",20,3,2020,"JNB"
"BA 6211","12:45","13:50","DUR",20,3,2020,"JNB"
"QR 6310","12:45","13:50","DUR",20,3,2020,"JNB"
"SA 2013","12:50","15:00","CPT",20,3,2020,"JNB"
"JE 139","12:50","15:00","CPT",20,3,2020,"JNB"
"FJW 8334","12:55","14:35","HRE",20,3,2020,"JNB"
"SA 8859","13:05","14:00","HDS",20,3,2020,"JNB"
"MN 623","13:20","14:25","DUR",20,3,2020,"JNB"
"AF 6648","13:20","14:25","DUR",20,3,2020,"JNB"
"KQ 4620","13:20","14:25","DUR",20,3,2020,"JNB"
"SA 8865","13:20","14:10","SZK",20,3,2020,"JNB"
"KL 2478","13:20","14:25","DUR",20,3,2020,"JNB"
"NZ 3279","13:45","06:10","SIN",20,3,2020,"JNB"
"OZ 6791","13:45","06:10","SIN",20,3,2020,"JNB"
"VA 5535","13:45","06:10","SIN",20,3,2020,"JNB"
"SQ 479","13:45","06:10","SIN",20,3,2020,"JNB"
"NH 6275","13:45","06:10","SIN",20,3,2020,"JNB"
"SA 7232","13:45","06:10","SIN",20,3,2020,"JNB"
"EY 4149","13:50","20:45","SEZ",20,3,2020,"JNB"
"SA 7210","13:50","20:45","SEZ",20,3,2020,"JNB"
"AI 7090","13:50","20:45","SEZ",20,3,2020,"JNB"
"HM 60","13:50","20:45","SEZ",20,3,2020,"JNB"
"AZ 4486","13:50","20:45","SEZ",20,3,2020,"JNB"
"SA 343","13:55","16:00","CPT",20,3,2020,"JNB"
"B6 5209","13:55","16:00","CPT",20,3,2020,"JNB"
"LA 8962","13:55","16:00","CPT",20,3,2020,"JNB"
"LH 9534","13:55","16:00","CPT",20,3,2020,"JNB"
"LX 4131","13:55","16:00","CPT",20,3,2020,"JNB"
"MS 9552","13:55","16:00","CPT",20,3,2020,"JNB"
"UU 342","14:45","20:35","RUN",20,3,2020,"JNB"
"QR 8775","14:55","20:00","NBO",20,3,2020,"JNB"
"AF 6650","15:55","17:25","ELS",20,3,2020,"JNB"
"KQ 4602","15:55","17:25","ELS",20,3,2020,"JNB"
"MN 805","15:55","17:25","ELS",20,3,2020,"JNB"
"QR 1377","15:55","16:50","GBE",20,3,2020,"JNB"
"BA 6427","16:00","18:10","CPT",20,3,2020,"JNB"
"QR 6336","16:00","18:10","CPT",20,3,2020,"JNB"
"SA 8445","16:05","17:15","RCB",20,3,2020,"JNB"
"SA 8156","16:05","18:30","NLA",20,3,2020,"JNB"
"SA 8086","16:05","16:55","SHO",20,3,2020,"JNB"
"BA 6237","16:10","17:50","PLZ",20,3,2020,"JNB"
"QR 6324","16:10","17:50","PLZ",20,3,2020,"JNB"
"SA 2019","16:15","18:25","CPT",20,3,2020,"JNB"
"BA 6219","16:15","17:20","DUR",20,3,2020,"JNB"
"JE 149","16:15","18:25","CPT",20,3,2020,"JNB"
"SA 8458","16:15","17:10","GBE",20,3,2020,"JNB"
"SA 8164","16:20","18:15","LUN",20,3,2020,"JNB"
"SA 8102","16:25","18:15","HRE",20,3,2020,"JNB"
"SA 8427","16:30","17:40","KIM",20,3,2020,"JNB"
"SA 7031","16:35","19:05","LAD",20,3,2020,"JNB"
"SA 8815","16:35","17:35","PTG",20,3,2020,"JNB"
"DT 578","16:35","19:05","LAD",20,3,2020,"JNB"
"FA* 232","16:45","18:30","PLZ",20,3,2020,"JNB"
"FJW 8336","16:45","18:25","HRE",20,3,2020,"JNB"
"BA 6431","18:00","20:10","CPT",20,3,2020,"JNB"
"QR 6340","18:00","20:10","CPT",20,3,2020,"JNB"
"FA* 278","18:05","19:20","DUR",20,3,2020,"JNB"
"SA 8837","18:05","18:55","MQP",20,3,2020,"JNB"
"MN 641","18:10","19:15","DUR",20,3,2020,"JNB"
"KQ 4630","18:10","19:15","DUR",20,3,2020,"JNB"
"QR 6326","18:15","19:55","PLZ",20,3,2020,"JNB"
"BA 6239","18:15","19:55","PLZ",20,3,2020,"JNB"
"SA 8739","18:15","19:15","PZB",20,3,2020,"JNB"
"FA* 115","18:20","20:35","CPT",20,3,2020,"JNB"
"JE 151","18:25","20:35","CPT",20,3,2020,"JNB"
"SA 2021","18:25","20:35","CPT",20,3,2020,"JNB"
"UM 462","18:25","20:10","HRE",20,3,2020,"JNB"
"SA 8469","18:30","20:15","PLZ",20,3,2020,"JNB"
"BA 6227","18:40","19:45","DUR",20,3,2020,"JNB"
"SA 7097","18:45","19:55","MPM",20,3,2020,"JNB"
"JE 265","18:45","19:55","DUR",20,3,2020,"JNB"
"SA 2057","18:45","19:55","DUR",20,3,2020,"JNB"
"FA* 121","18:45","20:55","CPT",20,3,2020,"JNB"
"SA 1779","18:45","19:40","GBE",20,3,2020,"JNB"
"TM 306","18:45","19:55","MPM",20,3,2020,"JNB"
"QF 64","18:50","15:35","SYD",20,3,2020,"JNB"
"EK 764","18:50","05:05","DXB",20,3,2020,"JNB"
"SA 7158","18:50","05:05","DXB",20,3,2020,"JNB"
"LY 8783","18:50","15:35","SYD",20,3,2020,"JNB"
"KQ 4336","19:00","21:05","WDH",20,3,2020,"JNB"
"TK 8344","19:00","21:05","WDH",20,3,2020,"JNB"
"SW 728","19:00","21:05","WDH",20,3,2020,"JNB"
"KL 2147","19:50","05:45","CDG",20,3,2020,"JNB"
"AF 995","19:50","05:45","CDG",20,3,2020,"JNB"
"MU 4988","19:50","05:45","CDG",20,3,2020,"JNB"
"DL 8513","19:50","05:45","CDG",20,3,2020,"JNB"
"JE 275","20:05","21:15","DUR",20,3,2020,"JNB"
"SA 2037","20:05","21:15","DUR",20,3,2020,"JNB"
"IB 7318","20:10","05:25","LHR",20,3,2020,"JNB"
"BA 56","20:10","05:25","LHR",20,3,2020,"JNB"
"AA 6446","20:10","05:25","LHR",20,3,2020,"JNB"
"SA 146","20:15","21:15","MPM",20,3,2020,"JNB"
"TM 8146","20:15","21:15","MPM",20,3,2020,"JNB"
"TP 6812","20:15","21:15","MPM",20,3,2020,"JNB"
"FA* 103","20:15","22:30","CPT",20,3,2020,"JNB"
"FJW 8664","20:15","21:35","BUQ",20,3,2020,"JNB"
"JE 173","20:20","22:30","CPT",20,3,2020,"JNB"
"SA 2027","20:20","22:30","CPT",20,3,2020,"JNB"
"MN 625","20:20","21:25","DUR",20,3,2020,"JNB"
"FA* 392","20:20","21:30","DUR",20,3,2020,"JNB"
"LX 289","20:20","06:10","ZRH",20,3,2020,"JNB"
"SA 7242","20:20","06:10","ZRH",20,3,2020,"JNB"
"B6 5207","21:40","23:45","CPT",20,3,2020,"JNB"
"NZ 3109","21:40","23:45","CPT",20,3,2020,"JNB"
"UA 7245","21:40","23:45","CPT",20,3,2020,"JNB"
"SA 377","21:40","23:45","CPT",20,3,2020,"JNB"
"CA 7616","21:40","23:45","CPT",20,3,2020,"JNB"
"HM 5851","21:50","07:05","FCO",20,3,2020,"JNB"
"JU 7386","21:50","07:05","FCO",20,3,2020,"JNB"
"AZ 849","21:50","07:05","FCO",20,3,2020,"JNB"
"AA 6444","22:05","07:35","LHR",20,3,2020,"JNB"
"AY 5944","22:05","07:35","LHR",20,3,2020,"JNB"
"IB 7316","22:05","07:35","LHR",20,3,2020,"JNB"
"BA 54","22:05","07:35","LHR",20,3,2020,"JNB"
"VS 462","22:20","07:40","LHR",20,3,2020,"JNB"
"EK 766","22:20","08:15","DXB",20,3,2020,"JNB"
"SA 7162","22:20","08:15","DXB",20,3,2020,"JNB"
"SQ 481","22:30","14:55","SIN",20,3,2020,"JNB"
"NZ 3277","22:30","14:55","SIN",20,3,2020,"JNB"
"MN 621","22:40","23:45","DUR",20,3,2020,"JNB"
"KQ 4632","22:40","23:45","DUR",20,3,2020,"JNB"
"ET 858","23:00","05:25","ADD",20,3,2020,"JNB"
"KP 1201","23:00","05:25","ADD",20,3,2020,"JNB"
"KU 6858","23:00","05:25","ADD",20,3,2020,"JNB"
"SA 7202","23:00","05:25","ADD",20,3,2020,"JNB"
"KL 592","23:55","10:15","AMS",21,3,2020,"JNB"
"DL 9470","23:55","10:15","AMS",21,3,2020,"JNB"
"MF 9920","23:55","10:15","AMS",21,3,2020,"JNB"
"AF 8282","23:55","10:15","AMS",21,3,2020,"JNB"
"KQ 765","01:55","07:00","NBO",21,3,2020,"JNB"
"EY 4076","01:55","07:00","NBO",21,3,2020,"JNB"
"SW 2729","01:55","07:00","NBO",21,3,2020,"JNB"
"WB 103","03:10","07:00","KGL",21,3,2020,"JNB"
"SA 7168","03:10","07:00","KGL",21,3,2020,"JNB"
"KP 63","03:30","08:00","DLA",21,3,2020,"JNB"
"ET 1025","03:30","08:00","DLA",21,3,2020,"JNB"
"FA* 264","05:50","07:05","DUR",21,3,2020,"JNB"
"JE 123","05:55","08:05","CPT",21,3,2020,"JNB"
"SA 2003","05:55","08:05","CPT",21,3,2020,"JNB"
"FA* 200","05:55","08:10","CPT",21,3,2020,"JNB"
"JE 241","05:55","07:05","DUR",21,3,2020,"JNB"
"SA 2043","05:55","07:05","DUR",21,3,2020,"JNB"
"FA* 286","06:00","07:15","DUR",21,3,2020,"JNB"
"BA 6249","06:05","07:45","PLZ",21,3,2020,"JNB"
"BA 6441","06:05","08:15","CPT",21,3,2020,"JNB"
"SA 8751","06:15","07:30","UTT",21,3,2020,"JNB"
"FA* 371","06:30","08:15","PLZ",21,3,2020,"JNB"
"SA 8160","06:35","08:30","LUN",21,3,2020,"JNB"
"SA 8080","06:50","07:40","SHO",21,3,2020,"JNB"
"DT 576","06:50","09:50","LAD",21,3,2020,"JNB"
"MN 903","06:50","08:45","GRJ",21,3,2020,"JNB"
"EY 1274","06:50","08:45","GRJ",21,3,2020,"JNB"
"KL 2485","06:50","08:45","GRJ",21,3,2020,"JNB"
"KQ 4668","06:50","08:45","GRJ",21,3,2020,"JNB"
"SA 2150","07:00","11:35","ZNZ",21,3,2020,"JNB"
"BA 6201","07:00","08:05","DUR",21,3,2020,"JNB"
"FA* 380","07:00","08:35","ELS",21,3,2020,"JNB"
"JE 926","07:00","11:35","ZNZ",21,3,2020,"JNB"
"SQ 478","07:10","09:25","CPT",21,3,2020,"JNB"
"NZ 3278","07:10","09:25","CPT",21,3,2020,"JNB"
"OZ 6792","07:10","09:25","CPT",21,3,2020,"JNB"
"VA 5538","07:10","09:25","CPT",21,3,2020,"JNB"
"FA* 222","07:10","09:10","GRJ",21,3,2020,"JNB"
"FA* 298","07:20","09:30","CPT",21,3,2020,"JNB"
"SA 1763","07:25","08:20","GBE",21,3,2020,"JNB"
"JE 129","07:55","10:05","CPT",21,3,2020,"JNB"
"SA 8447","07:55","09:20","RCB",21,3,2020,"JNB"
"SA 1003","08:00","09:00","BFN",21,3,2020,"JNB"
"BA 6233","08:10","09:50","PLZ",21,3,2020,"JNB"
"EY 1262","08:10","10:20","CPT",21,3,2020,"JNB"
"KL 2491","08:10","10:20","CPT",21,3,2020,"JNB"
"KQ 4646","08:10","10:20","CPT",21,3,2020,"JNB"
"MN 117","08:10","10:20","CPT",21,3,2020,"JNB"
"SA 2061","08:15","10:00","PLZ",21,3,2020,"JNB"
"JE 525","08:15","10:00","PLZ",21,3,2020,"JNB"
"FA* 129","08:20","10:25","CPT",21,3,2020,"JNB"
"TM 300","08:20","09:30","MPM",21,3,2020,"JNB"
"SA 7091","08:20","09:30","MPM",21,3,2020,"JNB"
"SA 8403","08:25","09:20","BFN",21,3,2020,"JNB"
"SA 8152","08:30","11:00","NLA",21,3,2020,"JNB"
"SA 8429","08:30","09:40","KIM",21,3,2020,"JNB"
"SA 2049","08:35","09:45","DUR",21,3,2020,"JNB"
"JE 245","08:35","09:45","DUR",21,3,2020,"JNB"
"FA* 105","08:40","10:45","CPT",21,3,2020,"JNB"
"SA 313","08:50","10:55","CPT",21,3,2020,"JNB"
"NZ 3105","08:50","10:55","CPT",21,3,2020,"JNB"
"OZ 6597","08:50","10:55","CPT",21,3,2020,"JNB"
"UA 7243","08:50","10:55","CPT",21,3,2020,"JNB"
"SA 8827","09:00","09:50","MQP",21,3,2020,"JNB"
"KEM 702","09:00","11:30","PBZ",21,3,2020,"JNB"
"MN 133","09:00","11:10","CPT",21,3,2020,"JNB"
"KL 2472","09:00","11:10","CPT",21,3,2020,"JNB"
"SA 4190","09:45","15:45","MRU",21,3,2020,"JNB"
"SA 8851","09:55","10:50","HDS",21,3,2020,"JNB"
"SA 184","10:00","15:00","NBO",21,3,2020,"JNB"
"SA 8843","10:00","11:00","MQP",21,3,2020,"JNB"
"SA 8861","10:00","11:00","SZK",21,3,2020,"JNB"
"SA 8252","10:00","14:00","TNR",21,3,2020,"JNB"
"SA 170","10:00","12:25","LLW",21,3,2020,"JNB"
"SA 8471","10:10","11:45","ELS",21,3,2020,"JNB"
"SA 323","10:15","12:20","CPT",21,3,2020,"JNB"
"LH 9540","10:15","12:20","CPT",21,3,2020,"JNB"
"MS 9442","10:15","12:20","CPT",21,3,2020,"JNB"
"NZ 3101","10:15","12:20","CPT",21,3,2020,"JNB"
"SK 9374","10:15","12:20","CPT",21,3,2020,"JNB"
"UA 7247","10:15","12:20","CPT",21,3,2020,"JNB"
"B6 5205","10:15","12:20","CPT",21,3,2020,"JNB"
"LA 8594","10:15","12:20","CPT",21,3,2020,"JNB"
"SA 1225","10:15","11:20","HDS",21,3,2020,"JNB"
"SA 8141","10:20","12:40","WVB",21,3,2020,"JNB"
"KEM 602","10:20","11:50","MGH",21,3,2020,"JNB"
"SA 2011","10:25","12:35","CPT",21,3,2020,"JNB"
"JE 247","10:25","11:35","DUR",21,3,2020,"JNB"
"SA 2041","10:25","11:35","DUR",21,3,2020,"JNB"
"JE 131","10:25","12:35","CPT",21,3,2020,"JNB"
"SA 186","10:30","14:50","DAR",21,3,2020,"JNB"
"SA 62","10:30","12:25","LUN",21,3,2020,"JNB"
"P0 41","12:00","14:30","NLA",21,3,2020,"JNB"
"LA 8059","12:00","16:50","GRU",21,3,2020,"JNB"
"SW 2723","12:10","17:15","NBO",21,3,2020,"JNB"
"KQ 761","12:10","17:15","NBO",21,3,2020,"JNB"
"SA 8735","12:15","13:15","PZB",21,3,2020,"JNB"
"ET 21","12:20","14:35","BLZ",21,3,2020,"JNB"
"BA 6275","12:20","14:20","WDH",21,3,2020,"JNB"
"TK 42","12:30","13:50","DUR",21,3,2020,"JNB"
"FA* 373","12:35","14:15","PLZ",21,3,2020,"JNB"
"BA 6417","12:40","14:50","CPT",21,3,2020,"JNB"
"QR 6330","12:40","14:50","CPT",21,3,2020,"JNB"
"SA 1769","12:40","13:35","GBE",21,3,2020,"JNB"
"FJW 8334","12:55","14:35","HRE",21,3,2020,"JNB"
"FA* 282","12:55","14:05","DUR",21,3,2020,"JNB"
"SA 2063","13:00","14:45","PLZ",21,3,2020,"JNB"
"SA 1227","13:00","14:05","HDS",21,3,2020,"JNB"
"JE 529","13:00","14:45","PLZ",21,3,2020,"JNB"
"SA 8859","13:05","14:00","HDS",21,3,2020,"JNB"
"SA 2045","13:10","14:20","DUR",21,3,2020,"JNB"
"QR 1364","13:10","23:05","DOH",21,3,2020,"JNB"
"AT 9790","13:10","23:05","DOH",21,3,2020,"JNB"
"AY 6008","13:10","23:05","DOH",21,3,2020,"JNB"
"S7 4658","13:10","23:05","DOH",21,3,2020,"JNB"
"JE 253","13:10","14:20","DUR",21,3,2020,"JNB"
"SA 8865","13:20","14:10","SZK",21,3,2020,"JNB"
"SA 7160","13:25","23:45","DXB",21,3,2020,"JNB"
"EK 762","13:25","23:45","DXB",21,3,2020,"JNB"
"SA 7109","13:35","19:35","MRU",21,3,2020,"JNB"
"MK 852","13:35","19:35","MRU",21,3,2020,"JNB"
"AI 6732","13:35","19:35","MRU",21,3,2020,"JNB"
"NZ 3279","13:45","06:10","SIN",21,3,2020,"JNB"
"SA 7232","13:45","06:10","SIN",21,3,2020,"JNB"
"VA 5535","13:45","06:10","SIN",21,3,2020,"JNB"
"NH 6275","13:45","06:10","SIN",21,3,2020,"JNB"
"OZ 6791","13:45","06:10","SIN",21,3,2020,"JNB"
"SQ 479","13:45","06:10","SIN",21,3,2020,"JNB"
"LA 8962","13:55","16:00","CPT",21,3,2020,"JNB"
"LH 9534","13:55","16:00","CPT",21,3,2020,"JNB"
"LX 4131","13:55","16:00","CPT",21,3,2020,"JNB"
"MS 9552","13:55","16:00","CPT",21,3,2020,"JNB"
"NZ 3107","13:55","16:00","CPT",21,3,2020,"JNB"
"UA 7248","13:55","16:00","CPT",21,3,2020,"JNB"
"SA 343","13:55","16:00","CPT",21,3,2020,"JNB"
"B6 5209","13:55","16:00","CPT",21,3,2020,"JNB"
"SA 8409","14:00","14:55","BFN",21,3,2020,"JNB"
"QR 6360","14:05","15:45","PLZ",21,3,2020,"JNB"
"BA 6243","14:05","15:45","PLZ",21,3,2020,"JNB"
"KP 1011","14:10","20:25","ADD",21,3,2020,"JNB"
"BA 6427","16:00","18:10","CPT",21,3,2020,"JNB"
"SA 8086","16:05","16:55","SHO",21,3,2020,"JNB"
"QR 6324","16:10","17:50","PLZ",21,3,2020,"JNB"
"BA 6237","16:10","17:50","PLZ",21,3,2020,"JNB"
"MN 633","16:15","17:20","DUR",21,3,2020,"JNB"
"KQ 4624","16:15","17:20","DUR",21,3,2020,"JNB"
"FA* 210","16:30","18:45","CPT",21,3,2020,"JNB"
"FA* 266","16:30","17:45","DUR",21,3,2020,"JNB"
"SA 7031","16:35","19:05","LAD",21,3,2020,"JNB"
"DT 578","16:35","19:05","LAD",21,3,2020,"JNB"
"FJW 8336","16:45","18:25","HRE",21,3,2020,"JNB"
"KQ 4626","16:55","18:00","DUR",21,3,2020,"JNB"
"MN 635","16:55","18:00","DUR",21,3,2020,"JNB"
"BA 6429","17:00","19:10","CPT",21,3,2020,"JNB"
"CV 7156","17:00","20:00","NBO",21,3,2020,"JNB"
"QR 6338","17:00","19:10","CPT",21,3,2020,"JNB"
"FA* 390","17:05","18:15","DUR",21,3,2020,"JNB"
"KQ 763","17:25","22:30","NBO",21,3,2020,"JNB"
"KE 7929","17:25","22:30","NBO",21,3,2020,"JNB"
"SW 2727","17:25","22:30","NBO",21,3,2020,"JNB"
