"flight","departure_time","arrival_time","origin","day","month","year","airport"
"QR 1367","06:55","14:40","DOH",19,3,2020,"JNB"
"AY 6009","06:55","14:40","DOH",19,3,2020,"JNB"
"SA 49","13:00","14:40","LVI",19,3,2020,"JNB"
"RJ 3830","06:55","14:40","DOH",19,3,2020,"JNB"
"S7 4657","06:55","14:40","DOH",19,3,2020,"JNB"
"MN 110","12:45","14:45","CPT",19,3,2020,"JNB"
"TK 6462","07:30","16:05","IST",19,3,2020,"JNB"
"KQ 4663","15:00","16:05","DUR",19,3,2020,"JNB"
"KL 2481","15:00","16:05","DUR",19,3,2020,"JNB"
"EY 1264","15:00","16:05","DUR",19,3,2020,"JNB"
"AF 6665","15:00","16:05","DUR",19,3,2020,"JNB"
"MN 610","15:00","16:05","DUR",19,3,2020,"JNB"
"SA 8205","12:55","16:05","POL",19,3,2020,"JNB"
"SA 8426","15:00","16:10","KIM",19,3,2020,"JNB"
"QR 6317","15:10","16:15","DUR",19,3,2020,"JNB"
"BA 6206","15:10","16:15","DUR",19,3,2020,"JNB"
"FA* 203","14:10","16:20","CPT",19,3,2020,"JNB"
"DL 200","19:05","16:20","ATL",19,3,2020,"JNB"
"SW 2728","13:05","16:20","NBO",19,3,2020,"JNB"
"EY 4047","13:05","16:20","NBO",19,3,2020,"JNB"
"KQ 762","13:05","16:20","NBO",19,3,2020,"JNB"
"FA* 374","14:50","16:25","PLZ",19,3,2020,"JNB"
"SA 1012","15:30","16:30","BFN",19,3,2020,"JNB"
"LY 8782","11:35","16:35","SYD",19,3,2020,"JNB"
"KL 2479","14:35","16:35","CPT",19,3,2020,"JNB"
"QF 63","11:35","16:35","SYD",19,3,2020,"JNB"
"EY 1260","14:35","16:35","CPT",19,3,2020,"JNB"
"AF 6647","14:35","16:35","CPT",19,3,2020,"JNB"
"MN 104","14:35","16:35","CPT",19,3,2020,"JNB"
"SA 7161","10:10","16:35","DXB",19,3,2020,"JNB"
"EK 763","10:10","16:35","DXB",19,3,2020,"JNB"
"SA 2151","15:15","18:00","ZNZ",19,3,2020,"JNB"
"TM 315","16:50","18:00","MPM",19,3,2020,"JNB"
"SA 8744","17:00","18:00","PZB",19,3,2020,"JNB"
"BA 6418","16:00","18:00","CPT",19,3,2020,"JNB"
"SA 7093","16:50","18:00","MPM",19,3,2020,"JNB"
"QR 6341","16:00","18:00","CPT",19,3,2020,"JNB"
"JE 929","15:15","18:00","ZNZ",19,3,2020,"JNB"
"SA 8412","17:10","18:05","BFN",19,3,2020,"JNB"
"SA 187","15:35","18:05","DAR",19,3,2020,"JNB"
"SA 145","17:05","18:10","MPM",19,3,2020,"JNB"
"SA 2076","16:30","18:10","GRJ",19,3,2020,"JNB"
"JE 826","16:30","18:10","GRJ",19,3,2020,"JNB"
"SA 8760","16:55","18:10","UTT",19,3,2020,"JNB"
"SA 1776","17:15","18:10","GBE",19,3,2020,"JNB"
"FA* 120","16:10","18:15","CPT",19,3,2020,"JNB"
"SA 8207","15:10","18:20","POL",19,3,2020,"JNB"
"SA 8087","17:25","18:20","SHO",19,3,2020,"JNB"
"SA 161","15:20","18:25","EBB",19,3,2020,"JNB"
"FA* 383","17:00","18:25","ELS",19,3,2020,"JNB"
"QR 6355","17:20","18:30","DUR",19,3,2020,"JNB"
"BA 6212","17:20","18:30","DUR",19,3,2020,"JNB"
"SA 8778","17:25","18:35","SIS",19,3,2020,"JNB"
"SA 8459","17:40","18:35","GBE",19,3,2020,"JNB"
"NZ 3106","16:45","18:40","CPT",19,3,2020,"JNB"
"LX 4135","16:45","18:40","CPT",19,3,2020,"JNB"
"JE 162","17:50","19:45","CPT",19,3,2020,"JNB"
"SA 2006","17:50","19:45","CPT",19,3,2020,"JNB"
"KQ 4635","18:55","20:00","DUR",19,3,2020,"JNB"
"BA 6426","18:00","20:00","CPT",19,3,2020,"JNB"
"MN 604","18:55","20:00","DUR",19,3,2020,"JNB"
"MS 9455","18:10","20:10","LUN",19,3,2020,"JNB"
"SA 1014","19:05","20:10","BFN",19,3,2020,"JNB"
"BA 6230","18:35","20:10","PLZ",19,3,2020,"JNB"
"SA 65","18:10","20:10","LUN",19,3,2020,"JNB"
"SA 1114","19:05","20:15","KIM",19,3,2020,"JNB"
"JE 284","19:15","20:20","DUR",19,3,2020,"JNB"
"BA 6208","19:15","20:20","DUR",19,3,2020,"JNB"
"SA 2056","19:15","20:20","DUR",19,3,2020,"JNB"
"FA* 253","18:35","20:25","GRJ",19,3,2020,"JNB"
"SA 8103","18:45","20:30","HRE",19,3,2020,"JNB"
"MN 106","18:30","20:30","CPT",19,3,2020,"JNB"
"KL 2500","18:30","20:30","CPT",19,3,2020,"JNB"
"KQ 4649","18:30","20:30","CPT",19,3,2020,"JNB"
"FA* 233","18:55","20:35","PLZ",19,3,2020,"JNB"
"FJW 8337","18:55","20:40","HRE",19,3,2020,"JNB"
"FA* 241","19:25","20:55","ELS",19,3,2020,"JNB"
"SA 8165","18:55","21:00","LUN",19,3,2020,"JNB"
"FA* 279","19:50","21:00","DUR",19,3,2020,"JNB"
"JE 174","19:55","21:50","CPT",19,3,2020,"JNB"
"SA 2030","19:55","21:50","CPT",19,3,2020,"JNB"
"ET 3715","11:00","22:00","BRU",19,3,2020,"JNB"
"MN 108","20:00","22:00","CPT",19,3,2020,"JNB"
"KL 2470","20:00","22:00","CPT",19,3,2020,"JNB"
"KQ 4651","20:00","22:00","CPT",19,3,2020,"JNB"
"DL 9600","10:15","22:05","AMS",19,3,2020,"JNB"
"KL 591","10:15","22:05","AMS",19,3,2020,"JNB"
"MF 9919","10:15","22:05","AMS",19,3,2020,"JNB"
"AF 8283","10:15","22:05","AMS",19,3,2020,"JNB"
"FA* 205","20:00","22:05","CPT",19,3,2020,"JNB"
"BA 6416","20:45","22:45","CPT",19,3,2020,"JNB"
"JE 296","21:50","22:55","DUR",19,3,2020,"JNB"
"SA 2078","21:50","22:55","DUR",19,3,2020,"JNB"
"KQ 4639","21:55","23:00","DUR",19,3,2020,"JNB"
"MN 626","21:55","23:00","DUR",19,3,2020,"JNB"
"FA* 393","22:00","23:05","DUR",19,3,2020,"JNB"
"MN 122","22:10","00:10","CPT",19,3,2020,"JNB"
"KQ 4655","22:10","00:10","CPT",19,3,2020,"JNB"
"DT 575","20:30","01:05","LAD",19,3,2020,"JNB"
"ET 3715","11:00","22:00","BRU",20,3,2020,"JNB"
"KQ 4655","22:10","00:10","CPT",20,3,2020,"JNB"
"MN 122","22:10","00:10","CPT",20,3,2020,"JNB"
"SW 2722","21:50","01:05","NBO",20,3,2020,"JNB"
"DT 575","20:30","01:05","LAD",20,3,2020,"JNB"
"WY 5396","21:50","01:05","NBO",20,3,2020,"JNB"
"EY 4075","21:50","01:05","NBO",20,3,2020,"JNB"
"KQ 764","21:50","01:05","NBO",20,3,2020,"JNB"
"ET 1020","19:00","01:25","LBV",20,3,2020,"JNB"
"KP 60","19:00","01:25","LBV",20,3,2020,"JNB"
"WB 102","22:35","02:25","KGL",20,3,2020,"JNB"
"SA 7169","22:35","02:25","KGL",20,3,2020,"JNB"
"ET 859","23:30","03:55","ADD",20,3,2020,"JNB"
"KP 1200","23:30","03:55","ADD",20,3,2020,"JNB"
"SA 7203","23:30","03:55","ADD",20,3,2020,"JNB"
"KU 6859","23:30","03:55","ADD",20,3,2020,"JNB"
"QR 1365","20:40","04:35","DOH",20,3,2020,"JNB"
"S7 4847","20:40","04:35","DOH",20,3,2020,"JNB"
"AY 2765","20:40","04:35","DOH",20,3,2020,"JNB"
"SA 59","00:30","05:15","FIH",20,3,2020,"JNB"
"SA 61","22:35","05:25","LOS",20,3,2020,"JNB"
"SA 7152","23:25","05:35","DXB",20,3,2020,"JNB"
"EK 767","23:25","05:35","DXB",20,3,2020,"JNB"
"NH 6274","01:30","06:10","SIN",20,3,2020,"JNB"
"NZ 3278","01:30","06:10","SIN",20,3,2020,"JNB"
"OZ 6792","01:30","06:10","SIN",20,3,2020,"JNB"
"SQ 478","01:30","06:10","SIN",20,3,2020,"JNB"
"VA 5538","01:30","06:10","SIN",20,3,2020,"JNB"
"SA 7231","01:30","06:10","SIN",20,3,2020,"JNB"
"SA 7208","23:00","07:05","CAI",20,3,2020,"JNB"
"KQ 4625","06:00","07:05","DUR",20,3,2020,"JNB"
"EY 4910","23:00","07:05","CAI",20,3,2020,"JNB"
"MN 618","06:00","07:05","DUR",20,3,2020,"JNB"
"A3 1334","23:00","07:05","CAI",20,3,2020,"JNB"
"MS 839","23:00","07:05","CAI",20,3,2020,"JNB"
"SK 9355","18:05","07:15","LHR",20,3,2020,"JNB"
"UA 7251","18:05","07:15","LHR",20,3,2020,"JNB"
"BA 55","18:10","07:15","LHR",20,3,2020,"JNB"
"AA 6445","18:10","07:15","LHR",20,3,2020,"JNB"
"AY 5945","18:10","07:15","LHR",20,3,2020,"JNB"
"IB 7317","18:10","07:15","LHR",20,3,2020,"JNB"
"SA 235","18:05","07:15","LHR",20,3,2020,"JNB"
"SA 223","17:30","07:15","GRU",20,3,2020,"JNB"
"SQ 6109","17:30","07:15","GRU",20,3,2020,"JNB"
"SA 2032","06:10","07:15","DUR",20,3,2020,"JNB"
"AC 6852","18:05","07:15","LHR",20,3,2020,"JNB"
"TP 6847","18:05","07:15","LHR",20,3,2020,"JNB"
"CA 867","00:40","07:30","SZX",20,3,2020,"JNB"
"SA 8730","06:45","07:45","PZB",20,3,2020,"JNB"
"SA 204","11:15","08:05","JFK",20,3,2020,"JNB"
"UA 7226","11:15","08:05","JFK",20,3,2020,"JNB"
"SA 8402","07:15","08:05","BFN",20,3,2020,"JNB"
"HM 6440","11:15","08:05","JFK",20,3,2020,"JNB"
"B6 5201","11:15","08:05","JFK",20,3,2020,"JNB"
"AC 6850","11:15","08:05","JFK",20,3,2020,"JNB"
"QR 6359","06:35","08:10","PLZ",20,3,2020,"JNB"
"BA 6232","06:35","08:10","PLZ",20,3,2020,"JNB"
"BA 6400","06:10","08:10","CPT",20,3,2020,"JNB"
"BP 201","07:15","08:20","GBE",20,3,2020,"JNB"
"QR 4665","07:15","08:20","GBE",20,3,2020,"JNB"
"SK 9361","20:45","08:25","FRA",20,3,2020,"JNB"
"HM 6402","06:40","08:25","WDH",20,3,2020,"JNB"
"ET 1107","06:40","08:25","WDH",20,3,2020,"JNB"
"SA 73","06:40","08:25","WDH",20,3,2020,"JNB"
"SA 8453","07:30","08:25","GBE",20,3,2020,"JNB"
"SA 261","20:45","08:25","FRA",20,3,2020,"JNB"
"UA 7241","20:45","08:25","FRA",20,3,2020,"JNB"
"TP 6811","20:45","08:25","FRA",20,3,2020,"JNB"
"AC 6870","20:45","08:25","FRA",20,3,2020,"JNB"
"LH 9544","20:45","08:25","FRA",20,3,2020,"JNB"
"MN 100","06:30","08:30","CPT",20,3,2020,"JNB"
"KL 2494","06:30","08:30","CPT",20,3,2020,"JNB"
"BA 6248","08:25","10:00","PLZ",20,3,2020,"JNB"
"JE 534","08:25","10:05","PLZ",20,3,2020,"JNB"
"SA 2062","08:25","10:05","PLZ",20,3,2020,"JNB"
"QR 1363","02:10","10:05","DOH",20,3,2020,"JNB"
"RJ 3828","02:10","10:05","DOH",20,3,2020,"JNB"
"FA* 370","08:30","10:10","PLZ",20,3,2020,"JNB"
"BA 57","21:10","10:15","LHR",20,3,2020,"JNB"
"IB 7319","21:10","10:15","LHR",20,3,2020,"JNB"
"AA 6753","21:10","10:15","LHR",20,3,2020,"JNB"
"LX 288","22:40","10:20","ZRH",20,3,2020,"JNB"
"FA* 251","08:20","10:20","GRJ",20,3,2020,"JNB"
"SA 7241","22:40","10:20","ZRH",20,3,2020,"JNB"
"MN 802","09:00","10:25","ELS",20,3,2020,"JNB"
"AF 6651","09:00","10:25","ELS",20,3,2020,"JNB"
"EY 1268","09:00","10:25","ELS",20,3,2020,"JNB"
"KQ 4603","09:00","10:25","ELS",20,3,2020,"JNB"
"P0 40","07:55","10:25","NLA",20,3,2020,"JNB"
"SA 8101","08:40","10:25","HRE",20,3,2020,"JNB"
"MP 8341","22:45","10:30","AMS",20,3,2020,"JNB"
"BA 6224","09:30","10:35","DUR",20,3,2020,"JNB"
"FA* 389","09:10","10:35","ELS",20,3,2020,"JNB"
"QR 6309","09:30","10:35","DUR",20,3,2020,"JNB"
"SA 2012","08:45","10:40","CPT",20,3,2020,"JNB"
"JE 144","08:45","10:40","CPT",20,3,2020,"JNB"
"MK 851","09:25","11:50","MRU",20,3,2020,"JNB"
"SA 7110","09:25","11:50","MRU",20,3,2020,"JNB"
"EY 1272","10:20","12:00","GRJ",20,3,2020,"JNB"
"KQ 4613","10:20","12:00","GRJ",20,3,2020,"JNB"
"BA 6234","10:25","12:00","PLZ",20,3,2020,"JNB"
"QR 6325","10:25","12:00","PLZ",20,3,2020,"JNB"
"MN 910","10:20","12:00","GRJ",20,3,2020,"JNB"
"FA* 299","09:55","12:10","CPT",20,3,2020,"JNB"
"SA 2042","11:10","12:15","DUR",20,3,2020,"JNB"
"JE 258","11:10","12:15","DUR",20,3,2020,"JNB"
"SA 1104","11:05","12:15","KIM",20,3,2020,"JNB"
"SA 1766","11:25","12:20","GBE",20,3,2020,"JNB"
"SA 8852","11:20","12:20","HDS",20,3,2020,"JNB"
"FJW 8333","10:40","12:25","HRE",20,3,2020,"JNB"
"SA 8083","11:25","12:25","SHO",20,3,2020,"JNB"
"JE 148","10:35","12:30","CPT",20,3,2020,"JNB"
"TM 8143","11:25","12:30","MPM",20,3,2020,"JNB"
"SA 2020","10:35","12:30","CPT",20,3,2020,"JNB"
"SA 7209","09:25","12:30","SEZ",20,3,2020,"JNB"
"EY 4148","09:25","12:30","SEZ",20,3,2020,"JNB"
"AZ 4485","09:25","12:30","SEZ",20,3,2020,"JNB"
"AI 7091","09:25","12:30","SEZ",20,3,2020,"JNB"
"HM 61","09:25","12:30","SEZ",20,3,2020,"JNB"
"SA 143","11:25","12:30","MPM",20,3,2020,"JNB"
"UU 341","10:40","12:55","RUN",20,3,2020,"JNB"
"FA* 273","13:00","14:05","DUR",20,3,2020,"JNB"
"SA 8153","11:35","14:05","NLA",20,3,2020,"JNB"
"SA 8111","12:50","14:15","BUQ",20,3,2020,"JNB"
"FA* 293","12:05","14:15","CPT",20,3,2020,"JNB"
"SA 2040","13:10","14:15","DUR",20,3,2020,"JNB"
"JE 264","13:10","14:15","DUR",20,3,2020,"JNB"
"SA 75","12:35","14:20","WDH",20,3,2020,"JNB"
"QR 6337","12:20","14:20","CPT",20,3,2020,"JNB"
"LH 9559","12:35","14:20","WDH",20,3,2020,"JNB"
"BA 6414","12:20","14:20","CPT",20,3,2020,"JNB"
"SA 8842","13:35","14:25","MQP",20,3,2020,"JNB"
"SA 8768","13:00","14:25","UTN",20,3,2020,"JNB"
"SA 23","12:50","14:30","HRE",20,3,2020,"JNB"
"SA 8854","13:15","14:35","PHW",20,3,2020,"JNB"
"SA 8862","13:30","14:35","SZK",20,3,2020,"JNB"
"BP 205","13:30","14:35","GBE",20,3,2020,"JNB"
"SA 49","13:00","14:40","LVI",20,3,2020,"JNB"
"AF 6658","12:45","14:45","CPT",20,3,2020,"JNB"
"MN 110","12:45","14:45","CPT",20,3,2020,"JNB"
"SA 2074","13:05","14:45","GRJ",20,3,2020,"JNB"
"JE 824","13:05","14:45","GRJ",20,3,2020,"JNB"
"SA 41","13:05","14:45","VFA",20,3,2020,"JNB"
"KQ 4653","12:45","14:45","CPT",20,3,2020,"JNB"
"EY 1261","12:45","14:45","CPT",20,3,2020,"JNB"
"SA 8866","14:50","15:50","SZK",20,3,2020,"JNB"
"EY 1264","15:00","16:05","DUR",20,3,2020,"JNB"
"SA 8205","12:55","16:05","POL",20,3,2020,"JNB"
"KQ 4663","15:00","16:05","DUR",20,3,2020,"JNB"
"KL 2481","15:00","16:05","DUR",20,3,2020,"JNB"
"MN 610","15:00","16:05","DUR",20,3,2020,"JNB"
"AF 6665","15:00","16:05","DUR",20,3,2020,"JNB"
"SA 8426","15:00","16:10","KIM",20,3,2020,"JNB"
"QR 6317","15:10","16:15","DUR",20,3,2020,"JNB"
"BA 6206","15:10","16:15","DUR",20,3,2020,"JNB"
"FJW 8335","14:30","16:15","HRE",20,3,2020,"JNB"
"DL 200","19:05","16:20","ATL",20,3,2020,"JNB"
"FA* 203","14:10","16:20","CPT",20,3,2020,"JNB"
"SW 2728","13:05","16:20","NBO",20,3,2020,"JNB"
"EY 4047","13:05","16:20","NBO",20,3,2020,"JNB"
"KQ 762","13:05","16:20","NBO",20,3,2020,"JNB"
"FA* 374","14:50","16:25","PLZ",20,3,2020,"JNB"
"SA 1012","15:30","16:30","BFN",20,3,2020,"JNB"
"BA 6432","14:30","16:30","CPT",20,3,2020,"JNB"
"EK 763","10:10","16:35","DXB",20,3,2020,"JNB"
"SA 7161","10:10","16:35","DXB",20,3,2020,"JNB"
"MN 104","14:35","16:35","CPT",20,3,2020,"JNB"
"LY 8782","11:35","16:35","SYD",20,3,2020,"JNB"
"KL 2479","14:35","16:35","CPT",20,3,2020,"JNB"
"BP 211","15:20","17:30","MUB",20,3,2020,"JNB"
"KEM 701","15:30","18:00","PBZ",20,3,2020,"JNB"
"SA 7093","16:50","18:00","MPM",20,3,2020,"JNB"
"QR 6341","16:00","18:00","CPT",20,3,2020,"JNB"
"BA 6418","16:00","18:00","CPT",20,3,2020,"JNB"
"TM 315","16:50","18:00","MPM",20,3,2020,"JNB"
"SA 8744","17:00","18:00","PZB",20,3,2020,"JNB"
"SA 187","15:35","18:05","DAR",20,3,2020,"JNB"
"SA 8412","17:10","18:05","BFN",20,3,2020,"JNB"
"SA 1776","17:15","18:10","GBE",20,3,2020,"JNB"
"SA 145","17:05","18:10","MPM",20,3,2020,"JNB"
"SA 8760","16:55","18:10","UTT",20,3,2020,"JNB"
"SA 2076","16:30","18:10","GRJ",20,3,2020,"JNB"
"JE 826","16:30","18:10","GRJ",20,3,2020,"JNB"
"FA* 120","16:10","18:15","CPT",20,3,2020,"JNB"
"ET 1189","16:35","18:20","WDH",20,3,2020,"JNB"
"SA 8087","17:25","18:20","SHO",20,3,2020,"JNB"
"TK 8343","16:35","18:20","WDH",20,3,2020,"JNB"
"KQ 4335","16:35","18:20","WDH",20,3,2020,"JNB"
"SW 727","16:35","18:20","WDH",20,3,2020,"JNB"
"SA 161","15:20","18:25","EBB",20,3,2020,"JNB"
"FA* 383","17:00","18:25","ELS",20,3,2020,"JNB"
"BA 6212","17:20","18:30","DUR",20,3,2020,"JNB"
"QR 6355","17:20","18:30","DUR",20,3,2020,"JNB"
"SA 8459","17:40","18:35","GBE",20,3,2020,"JNB"
"SA 281","14:30","19:15","PER",20,3,2020,"JNB"
"NZ 3181","14:30","19:15","PER",20,3,2020,"JNB"
"VA 5021","14:30","19:15","PER",20,3,2020,"JNB"
"ET 1111","14:30","19:15","PER",20,3,2020,"JNB"
"HM 6450","14:30","19:15","PER",20,3,2020,"JNB"
"QR 1378","18:35","19:30","GBE",20,3,2020,"JNB"
"SA 2006","17:50","19:45","CPT",20,3,2020,"JNB"
"JE 162","17:50","19:45","CPT",20,3,2020,"JNB"
"MN 604","18:55","20:00","DUR",20,3,2020,"JNB"
"KQ 4635","18:55","20:00","DUR",20,3,2020,"JNB"
"BA 6426","18:00","20:00","CPT",20,3,2020,"JNB"
"BA 6230","18:35","20:10","PLZ",20,3,2020,"JNB"
"SA 1014","19:05","20:10","BFN",20,3,2020,"JNB"
"SA 65","18:10","20:10","LUN",20,3,2020,"JNB"
"MS 9455","18:10","20:10","LUN",20,3,2020,"JNB"
"SA 1114","19:05","20:15","KIM",20,3,2020,"JNB"
"JE 284","19:15","20:20","DUR",20,3,2020,"JNB"
"SA 2056","19:15","20:20","DUR",20,3,2020,"JNB"
"BA 6208","19:15","20:20","DUR",20,3,2020,"JNB"
"FA* 253","18:35","20:25","GRJ",20,3,2020,"JNB"
"SA 8103","18:45","20:30","HRE",20,3,2020,"JNB"
"MN 106","18:30","20:30","CPT",20,3,2020,"JNB"
"KL 2500","18:30","20:30","CPT",20,3,2020,"JNB"
"KQ 4649","18:30","20:30","CPT",20,3,2020,"JNB"
"FA* 233","18:55","20:35","PLZ",20,3,2020,"JNB"
"JE 288","20:30","21:35","DUR",20,3,2020,"JNB"
"SA 2050","20:30","21:35","DUR",20,3,2020,"JNB"
"KL 591","10:15","22:05","AMS",20,3,2020,"JNB"
"AF 8283","10:15","22:05","AMS",20,3,2020,"JNB"
"FA* 205","20:00","22:05","CPT",20,3,2020,"JNB"
"MF 9919","10:15","22:05","AMS",20,3,2020,"JNB"
"DL 9600","10:15","22:05","AMS",20,3,2020,"JNB"
"BA 6416","20:45","22:45","CPT",20,3,2020,"JNB"
"JE 296","21:50","22:55","DUR",20,3,2020,"JNB"
"SA 2078","21:50","22:55","DUR",20,3,2020,"JNB"
"KQ 4639","21:55","23:00","DUR",20,3,2020,"JNB"
"MN 626","21:55","23:00","DUR",20,3,2020,"JNB"
"FA* 393","22:00","23:05","DUR",20,3,2020,"JNB"
"MN 122","22:10","00:10","CPT",21,3,2020,"JNB"
"KQ 4655","22:10","00:10","CPT",21,3,2020,"JNB"
"DT 575","20:30","01:05","LAD",21,3,2020,"JNB"
"WY 5396","21:50","01:05","NBO",21,3,2020,"JNB"
"SW 2722","21:50","01:05","NBO",21,3,2020,"JNB"
"EY 4075","21:50","01:05","NBO",21,3,2020,"JNB"
"KQ 764","21:50","01:05","NBO",21,3,2020,"JNB"
"KP 62","18:50","01:25","DLA",21,3,2020,"JNB"
"ET 1026","18:50","01:25","DLA",21,3,2020,"JNB"
"SA 7169","22:35","02:25","KGL",21,3,2020,"JNB"
"WB 102","22:35","02:25","KGL",21,3,2020,"JNB"
"KU 6859","23:30","03:55","ADD",21,3,2020,"JNB"
"KP 1200","23:30","03:55","ADD",21,3,2020,"JNB"
"ET 859","23:30","03:55","ADD",21,3,2020,"JNB"
"SA 7203","23:30","03:55","ADD",21,3,2020,"JNB"
"S7 4847","20:40","04:35","DOH",21,3,2020,"JNB"
"QR 1365","20:40","04:35","DOH",21,3,2020,"JNB"
"SA 59","00:30","05:15","FIH",21,3,2020,"JNB"
"SA 61","22:35","05:25","LOS",21,3,2020,"JNB"
"SA 7152","23:25","05:35","DXB",21,3,2020,"JNB"
"EK 767","23:25","05:35","DXB",21,3,2020,"JNB"
"NH 6274","01:30","06:10","SIN",21,3,2020,"JNB"
"VA 5538","01:30","06:10","SIN",21,3,2020,"JNB"
"SA 7231","01:30","06:10","SIN",21,3,2020,"JNB"
"OZ 6792","01:30","06:10","SIN",21,3,2020,"JNB"
"SQ 478","01:30","06:10","SIN",21,3,2020,"JNB"
"NZ 3278","01:30","06:10","SIN",21,3,2020,"JNB"
"SQ 6109","17:30","07:15","GRU",21,3,2020,"JNB"
"SA 223","17:30","07:15","GRU",21,3,2020,"JNB"
"SA 235","18:05","07:15","LHR",21,3,2020,"JNB"
"AC 6852","18:05","07:15","LHR",21,3,2020,"JNB"
"SK 9355","18:05","07:15","LHR",21,3,2020,"JNB"
"TP 6847","18:05","07:15","LHR",21,3,2020,"JNB"
"UA 7251","18:05","07:15","LHR",21,3,2020,"JNB"
"IB 7317","18:10","07:15","LHR",21,3,2020,"JNB"
"SA 2032","06:10","07:15","DUR",21,3,2020,"JNB"
"JE 242","06:10","07:15","DUR",21,3,2020,"JNB"
"BA 55","18:10","07:15","LHR",21,3,2020,"JNB"
"AA 6445","18:10","07:15","LHR",21,3,2020,"JNB"
"AY 5945","18:10","07:15","LHR",21,3,2020,"JNB"
"LA 8058","17:55","07:40","GRU",21,3,2020,"JNB"
"TM 301","06:30","07:40","MPM",21,3,2020,"JNB"
"SA 7092","06:30","07:40","MPM",21,3,2020,"JNB"
"FA* 128","05:50","07:45","CPT",21,3,2020,"JNB"
"VS 461","18:55","07:55","LHR",21,3,2020,"JNB"
"SA 2002","06:00","07:55","CPT",21,3,2020,"JNB"
"FA* 104","05:50","07:55","CPT",21,3,2020,"JNB"
"SA 204","11:15","08:05","JFK",21,3,2020,"JNB"
"BA 6400","06:05","08:05","CPT",21,3,2020,"JNB"
"B6 5201","11:15","08:05","JFK",21,3,2020,"JNB"
"AC 6850","11:15","08:05","JFK",21,3,2020,"JNB"
"HM 6440","11:15","08:05","JFK",21,3,2020,"JNB"
"BP 201","07:00","08:05","GBE",21,3,2020,"JNB"
"QR 4665","07:00","08:05","GBE",21,3,2020,"JNB"
"UA 7226","11:15","08:05","JFK",21,3,2020,"JNB"
"BA 6232","06:35","08:10","PLZ",21,3,2020,"JNB"
"KQ 4661","07:10","08:15","DUR",21,3,2020,"JNB"
"MN 636","07:10","08:15","DUR",21,3,2020,"JNB"
"UA 7241","20:45","08:25","FRA",21,3,2020,"JNB"
"TP 6811","20:45","08:25","FRA",21,3,2020,"JNB"
"SK 9361","20:45","08:25","FRA",21,3,2020,"JNB"
"LH 9544","20:45","08:25","FRA",21,3,2020,"JNB"
"AC 6870","20:45","08:25","FRA",21,3,2020,"JNB"
"SA 261","20:45","08:25","FRA",21,3,2020,"JNB"
"TM 8147","07:30","08:35","MPM",21,3,2020,"JNB"
"SA 147","07:30","08:35","MPM",21,3,2020,"JNB"
"BA 6424","06:45","08:45","CPT",21,3,2020,"JNB"
"QR 6329","06:45","08:45","CPT",21,3,2020,"JNB"
"FA* 287","07:40","08:45","DUR",21,3,2020,"JNB"
"FA* 265","07:30","08:45","DUR",21,3,2020,"JNB"
"MN 632","07:50","08:55","DUR",21,3,2020,"JNB"
"BA 6248","08:25","10:00","PLZ",21,3,2020,"JNB"
"QR 1363","02:10","10:05","DOH",21,3,2020,"JNB"
"RJ 3828","02:10","10:05","DOH",21,3,2020,"JNB"
"MN 118","08:10","10:10","CPT",21,3,2020,"JNB"
"KL 2494","08:10","10:10","CPT",21,3,2020,"JNB"
"KQ 4643","08:10","10:10","CPT",21,3,2020,"JNB"
"FA* 372","08:40","10:15","PLZ",21,3,2020,"JNB"
"IB 7319","21:10","10:15","LHR",21,3,2020,"JNB"
"AA 6753","21:10","10:15","LHR",21,3,2020,"JNB"
"BA 6224","09:10","10:15","DUR",21,3,2020,"JNB"
"BA 57","21:10","10:15","LHR",21,3,2020,"JNB"
"LX 288","22:40","10:20","ZRH",21,3,2020,"JNB"
"SA 7241","22:40","10:20","ZRH",21,3,2020,"JNB"
"P0 40","07:55","10:25","NLA",21,3,2020,"JNB"
"JE 144","08:45","10:40","CPT",21,3,2020,"JNB"
"SA 1004","09:40","10:40","BFN",21,3,2020,"JNB"
"SA 2012","08:45","10:40","CPT",21,3,2020,"JNB"
"FA* 201","08:35","10:45","CPT",21,3,2020,"JNB"
"SA 8404","09:50","10:45","BFN",21,3,2020,"JNB"
"SW 2724","07:45","10:55","NBO",21,3,2020,"JNB"
"KQ 760","07:45","10:55","NBO",21,3,2020,"JNB"
"EK 761","04:40","10:55","DXB",21,3,2020,"JNB"
"VS 449","21:55","10:55","LHR",21,3,2020,"JNB"
"DL 4340","21:55","10:55","LHR",21,3,2020,"JNB"
"KE 7931","07:45","10:55","NBO",21,3,2020,"JNB"
"QR 6325","10:25","12:00","PLZ",21,3,2020,"JNB"
"BA 6234","10:25","12:00","PLZ",21,3,2020,"JNB"
"FA* 299","09:55","12:10","CPT",21,3,2020,"JNB"
"JE 258","11:10","12:15","DUR",21,3,2020,"JNB"
"SA 1104","11:05","12:15","KIM",21,3,2020,"JNB"
"SA 2042","11:10","12:15","DUR",21,3,2020,"JNB"
"SA 2062","10:40","12:20","PLZ",21,3,2020,"JNB"
"JE 534","10:40","12:20","PLZ",21,3,2020,"JNB"
"SA 8852","11:20","12:20","HDS",21,3,2020,"JNB"
"FJW 8333","10:40","12:25","HRE",21,3,2020,"JNB"
